school_year,district,school_name,school_key,dpi_true_id,accurate_agency_type,broad_agency_type,Choice Students,All Students,rc_n
2024-25,Pecatonica Area,Pecatonica Elementary,006568,0490_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pecatonica Area/Pecatonica Elementary School Report Card 2024-25.pdf,all_only
2024-25,Pecatonica Area,Pecatonica High,006162,0490_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pecatonica Area/Pecatonica High School Report Card 2024-25.pdf,all_only
2024-25,Pepin Area,Pepin Elementary,015980,4270_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pepin Area/Pepin Elementary School Report Card 2024-25.pdf,all_only
2024-25,Pepin Area,Pepin High,015981,4270_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pepin Area/Pepin High School Report Card 2024-25.pdf,all_only
2024-25,Peshtigo,Peshtigo Elementary,011056,4305_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Peshtigo/Peshtigo Elementary School Report Card 2024-25.pdf,all_only
2024-25,Peshtigo,Peshtigo Middle,001453,4305_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Peshtigo/Peshtigo Middle School Report Card 2024-25.pdf,all_only
2024-25,Peshtigo,Peshtigo High,011057,4305_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Peshtigo/Peshtigo High School Report Card 2024-25.pdf,all_only
2024-25,Pewaukee,Horizon School,001886,4312_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pewaukee/Horizon School School Report Card 2024-25.pdf,all_only
2024-25,Pewaukee,Pewaukee Lake Elementary,001887,4312_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pewaukee/Pewaukee Lake Elementary School Report Card 2024-25.pdf,all_only
2024-25,Pewaukee,Asa Clark Middle,001889,4312_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pewaukee/Asa Clark Middle School Report Card 2024-25.pdf,all_only
2024-25,Pewaukee,Pewaukee High,001888,4312_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pewaukee/Pewaukee High School Report Card 2024-25.pdf,all_only
2024-25,Phelps,Phelps Elementary,013969,4330_0010,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Phelps/Phelps Elementary School Report Card 2024-25.pdf,all_only
2024-25,Phelps,Phelps High,013970,4330_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Phelps/Phelps High School Report Card 2024-25.pdf,all_only
2024-25,Phillips,Phillips Elementary,013972,4347_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Phillips/Phillips Elementary School Report Card 2024-25.pdf,all_only
2024-25,Phillips,Phillips Middle,013974,4347_0130,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Phillips/Phillips Middle School Report Card 2024-25.pdf,all_only
2024-25,Phillips,Phillips High,013973,4347_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Phillips/Phillips High School Report Card 2024-25.pdf,all_only
2024-25,Pittsville,Pittsville Elementary,013025,4368_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pittsville/Pittsville Elementary School Report Card 2024-25.pdf,all_only
2024-25,Pittsville,Pittsville High,013026,4368_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pittsville/Pittsville High School Report Card 2024-25.pdf,all_only
2024-25,Platteville,Westview Elementary,009019,4389_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Platteville/Westview Elementary School Report Card 2024-25.pdf,all_only
2024-25,Platteville,Platteville Middle,009018,4389_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Platteville/Platteville Middle School Report Card 2024-25.pdf,all_only
2024-25,Platteville,Platteville High,009017,4389_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Platteville/Platteville High School Report Card 2024-25.pdf,all_only
2024-25,Plum City,Plum City Elementary,016001,4459_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Plum City/Plum City Elementary School Report Card 2024-25.pdf,all_only
2024-25,Plum City,Plum City Middle School,002317,4459_0210,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Plum City/Plum City Middle School School Report Card 2024-25.pdf,all_only
2024-25,Plum City,Plum City High,016002,4459_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Plum City/Plum City High School Report Card 2024-25.pdf,all_only
2024-25,Plymouth Joint,Fairview Elementary,001929,4473_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Plymouth Joint/Fairview Elementary School Report Card 2024-25.pdf,all_only
2024-25,Plymouth Joint,Horizon Elementary,001930,4473_0050,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Plymouth Joint/Horizon Elementary School Report Card 2024-25.pdf,all_only
2024-25,Plymouth Joint,Parkview Elementary,001931,4473_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Plymouth Joint/Parkview Elementary School Report Card 2024-25.pdf,all_only
2024-25,Plymouth Joint,Riverview Middle,001933,4473_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Plymouth Joint/Riverview Middle School Report Card 2024-25.pdf,all_only
2024-25,Plymouth Joint,Plymouth High,001932,4473_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Plymouth Joint/Plymouth High School Report Card 2024-25.pdf,all_only
2024-25,Port Edwards,Port Edwards Ed Heuer Elementary School,013060,4508_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Port Edwards/Port Edwards Ed Heuer Elementary School School Report Card 2024-25.pdf,all_only
2024-25,Port Edwards,John Edwards Middle,013061,4508_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Port Edwards/John Edwards Middle School Report Card 2024-25.pdf,all_only
2024-25,Port Edwards,John Edwards High,013059,4508_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Port Edwards/John Edwards High School Report Card 2024-25.pdf,all_only
2024-25,Port Washington-Saukville,Dunwiddie Elementary,001973,4515_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Port Washington-Saukville/Dunwiddie Elementary School Report Card 2024-25.pdf,all_only
2024-25,Port Washington-Saukville,Lincoln Elementary,001974,4515_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Port Washington-Saukville/Lincoln Elementary School Report Card 2024-25.pdf,all_only
2024-25,Port Washington-Saukville,Saukville Elementary,002058,4515_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Port Washington-Saukville/Saukville Elementary School Report Card 2024-25.pdf,all_only
2024-25,Port Washington-Saukville,Thomas Jefferson Middle,001976,4515_0140,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Port Washington-Saukville/Thomas Jefferson Middle School Report Card 2024-25.pdf,all_only
2024-25,Port Washington-Saukville,Port Washington High,001975,4515_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Port Washington-Saukville/Port Washington High School Report Card 2024-25.pdf,all_only
2024-25,Portage Community,Endeavor Elementary,009539,4501_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Portage Community/Endeavor Elementary School Report Card 2024-25.pdf,all_only
2024-25,Portage Community,Lewiston Elementary,009210,4501_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Portage Community/Lewiston Elementary School Report Card 2024-25.pdf,all_only
2024-25,Portage Community,Muir Elementary,009209,4501_0090,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Portage Community/Muir Elementary School Report Card 2024-25.pdf,all_only
2024-25,Portage Community,Woodridge Elementary,000326,4501_0110,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Portage Community/Woodridge Elementary School Report Card 2024-25.pdf,all_only
2024-25,Portage Community,Wayne Bartels Middle,009211,4501_0160,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Portage Community/Wayne Bartels Middle School Report Card 2024-25.pdf,all_only
2024-25,Portage Community,Portage Academy of Achievement,070123,4501_0400,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Portage Community/Portage Academy of Achievement School Report Card 2024-25.pdf,all_only
2024-25,Portage Community,Portage High,009212,4501_0180,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Portage Community/Portage High School Report Card 2024-25.pdf,all_only
2024-25,Potosi,Potosi Elementary,009087,4529_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Potosi/Potosi Elementary School Report Card 2024-25.pdf,all_only
2024-25,Potosi,Potosi Middle,048830,4529_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Potosi/Potosi Middle School Report Card 2024-25.pdf,all_only
2024-25,Potosi,Potosi High,009088,4529_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Potosi/Potosi High School Report Card 2024-25.pdf,all_only
2024-25,Poynette,Poynette Elementary,009753,4536_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Poynette/Poynette Elementary School Report Card 2024-25.pdf,all_only
2024-25,Poynette,Poynette Middle,009755,4536_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Poynette/Poynette Middle School Report Card 2024-25.pdf,all_only
2024-25,Poynette,Poynette High,009754,4536_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Poynette/Poynette High School Report Card 2024-25.pdf,all_only
2024-25,Prairie du Chien Area,BA Kennedy School,071484,4543_0010,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prairie du Chien Area/BA Kennedy School School Report Card 2024-25.pdf,all_only
2024-25,Prairie du Chien Area,Bluff View Elementary,000594,4543_0150,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prairie du Chien Area/Bluff View Elementary School Report Card 2024-25.pdf,all_only
2024-25,Prairie du Chien Area,Bluff View Middle,000596,4543_0300,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prairie du Chien Area/Bluff View Middle School Report Card 2024-25.pdf,all_only
2024-25,Prairie du Chien Area,Mighty River Academy of Virtual Education,000824,4543_0800,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prairie du Chien Area/Mighty River Academy of Virtual Education School Report Card 2024-25.pdf,all_only
2024-25,Prairie du Chien Area,Prairie du Chien High,009111,4543_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prairie du Chien Area/Prairie du Chien High School Report Card 2024-25.pdf,all_only
2024-25,Prairie Farm Public,Prairie Farm Elementary,016018,4557_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prairie Farm Public/Prairie Farm Elementary School Report Card 2024-25.pdf,all_only
2024-25,Prairie Farm Public,Prairie Farm Middle,016019,4557_0030,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prairie Farm Public/Prairie Farm Middle School Report Card 2024-25.pdf,all_only
2024-25,Prairie Farm Public,Prairie Farm High,016020,4557_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prairie Farm Public/Prairie Farm High School Report Card 2024-25.pdf,all_only
2024-25,Prentice,Prentice Elementary,014005,4571_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prentice/Prentice Elementary School Report Card 2024-25.pdf,all_only
2024-25,Prentice,Prentice Middle,000389,4571_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prentice/Prentice Middle School Report Card 2024-25.pdf,all_only
2024-25,Prentice,Prentice High,014006,4571_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prentice/Prentice High School Report Card 2024-25.pdf,all_only
